Time (s),Channel 1 (V)
-0.004838425925925927,0.001101317623660352
-0.004835925925925926,0.001436283871307922
-0.004833425925925925,0.001436283871307922
-0.004830925925925926,0.001436283871307922
-0.004828425925925925,0.001436283871307922
-0.004825925925925926,0.001436283871307922
-0.004823425925925925,0.001436283871307922
-0.004820925925925926,0.001101317623660504
-0.004818425925925926,0.001101317623660352
-0.004815925925925925,0.001101317623660352
-0.004813425925925926,0.001101317623660352
-0.004810925925925925,0.001101317623660504
-0.004808425925925926,0.001436283871307922
-0.004805925925925925,0.001436283871307922
-0.004803425925925926,0.001436283871307922
-0.004800925925925925,0.001436283871307922
-0.004798425925925926,0.00177125011895534
-0.004795925925925926,0.001771250118955492
-0.004793425925925925,0.00177125011895534
-0.004790925925925926,0.001436283871307922
-0.004788425925925925,0.001771250118955188
-0.004785925925925926,0.001101317623660352
-0.004783425925925925,0.001771250118955492
-0.004780925925925926,0.001436283871308074
-0.004778425925925926,0.001771250118955492
-0.004775925925925927,0.001771250118955492
-0.004773425925925926,0.001436283871307922
-0.004770925925925925,0.001771250118955492
-0.004768425925925926,0.001771250118955492
-0.004765925925925925,0.001771250118955492
-0.004763425925925926,0.001101317623660352
-0.004760925925925925,0.001436283871307922
-0.004758425925925926,0.001101317623660504
-0.004755925925925926,0.001101317623660352
-0.004753425925925927,0.001101317623660352
-0.004750925925925926,0.001771250118955492
-0.004748425925925925,0.002106216366602911
-0.004745925925925926,0.001771250118955492
-0.004743425925925925,0.001436283871307922
-0.004740925925925926,0.001436283871307922
-0.004738425925925925,0.001436283871307922
-0.004735925925925926,0.001436283871307922
-0.004733425925925926,0.001436283871307922
-0.004730925925925925,0.0007663513760129338
-0.004728425925925926,0.001101317623660352
-0.004725925925925925,0.001436283871307922
-0.004723425925925926,0.001436283871307922
-0.004720925925925925,0.001101317623660352
-0.004718425925925926,0.001436283871307922
-0.004715925925925925,0.001436283871307922
-0.004713425925925926,0.001436283871307922
-0.004710925925925926,0.001436283871307922
-0.004708425925925925,0.001101317623660504
-0.004705925925925926,0.001436283871307922
-0.004703425925925925,0.001436283871307922
-0.004700925925925926,0.001436283871307922
-0.004698425925925925,0.001436283871307922
-0.004695925925925926,0.002106216366602758
-0.004693425925925926,0.001771250118955492
-0.004690925925925927,0.002106216366602911
-0.004688425925925926,0.001436283871307922
-0.004685925925925925,0.00143628387130777
-0.004683425925925926,0.001101317623660352
-0.004680925925925925,0.001101317623660352
-0.004678425925925926,0.001436283871307922
-0.004675925925925925,0.001101317623660352
-0.004673425925925926,0.00143628387130777
-0.004670925925925926,0.0007663513760127814
-0.004668425925925927,0.001436283871307617
-0.004665925925925926,0.001436283871307922
-0.004663425925925925,0.001771250118955492
-0.004660925925925926,0.001771250118955492
-0.004658425925925925,0.002106216366603063
-0.004655925925925926,0.001771250118955492
-0.004653425925925925,0.001771250118955492
-0.004650925925925926,0.001101317623660656
-0.004648425925925926,0.001436283871307922
