Time (s),Channel 1 (V)
-0.009753171757925071,0.04055998737022892
-0.00975069175792507,0.03688073475544718
-0.009748211757925071,0.03688073475544718
-0.009745731757925072,0.03688073475544718
-0.009743251757925071,0.02952222952588346
-0.009740771757925072,0.03320148214066353
-0.009738291757925071,0.03688073475544718
-0.009735811757925072,0.03320148214066688
-0.009733331757925071,0.04055998737022892
-0.009730851757925072,0.04791849259978929
-0.009728371757925071,0.04423923998501089
-0.009725891757925072,0.04423923998501089
-0.009723411757925071,0.03688073475544718
-0.009720931757925072,0.03688073475544718
-0.009718451757925071,0.03688073475544718
-0.009715971757925072,0.04055998737022725
-0.009713491757925071,0.04055998737022892
-0.009711011757925072,0.04055998737022892
-0.009708531757925071,0.04423923998501089
-0.009706051757925072,0.04055998737023059
-0.009703571757925071,0.04055998737022892
-0.009701091757925072,0.03688073475544718
-0.009698611757925071,0.03688073475544718
-0.009696131757925072,0.04423923998501089
-0.009693651757925071,0.04791849259979264
-0.009691171757925072,0.05159774521457461
-0.009688691757925071,0.05159774521457461
-0.009686211757925072,0.04423923998501089
-0.009683731757925071,0.04423923998501089
-0.009681251757925072,0.03688073475544718
-0.009678771757925071,0.03320148214066521
-0.009676291757925072,0.03688073475544718
-0.009673811757925071,0.04423923998501089
-0.009671331757925072,0.04791849259979264
-0.009668851757925071,0.05159774521457461
-0.009666371757925072,0.05159774521457461
-0.009663891757925071,0.05159774521457126
-0.009661411757925072,0.04423923998501089
-0.009658931757925071,0.04791849259979097
-0.009656451757925072,0.04423923998501089
-0.009653971757925071,0.04055998737022892
-0.009651491757925072,0.04055998737022892
-0.009649011757925071,0.04423923998501089
-0.009646531757925072,0.04423923998501089
-0.009644051757925071,0.04423923998500922
-0.009641571757925071,0.04055998737022892
-0.009639091757925071,0.04423923998500922
-0.009636611757925071,0.04055998737022892
-0.009634131757925071,0.04055998737022725
-0.009631651757925071,0.03688073475544718
-0.009629171757925071,0.03688073475544885
-0.009626691757925071,0.04055998737022892
-0.00962421175792507,0.04791849259979933
-0.009621731757925071,0.06263550305892007
-0.009619251757925072,0.06999400828848044
-0.009616771757925071,0.06999400828848379
-0.009614291757925072,0.0663147556737035
-0.009611811757925071,0.05159774521457461
-0.009609331757925072,0.04423923998501424
-0.009606851757925071,0.04791849259979264
-0.009604371757925072,0.04791849259979264
-0.009601891757925071,0.05159774521457461
-0.009599411757925072,0.04791849259979431
-0.009596931757925071,0.04423923998501089
-0.009594451757925072,0.04055998737023059
-0.009591971757925071,0.04055998737022892
-0.009589491757925072,0.04055998737022892
-0.009587011757925071,0.04791849259979264
-0.009584531757925072,0.05159774521457294
-0.009582051757925071,0.04791849259979264
-0.009579571757925072,0.04423923998501256
-0.009577091757925071,0.04055998737022892
-0.009574611757925072,0.04055998737022892
-0.009572131757925071,0.03688073475544718
-0.009569651757925072,0.03320148214066521
-0.009567171757925071,0.03320148214066521
-0.009564691757925072,0.04055998737022892
-0.009562211757925071,0.03688073475544718
-0.009559731757925072,0.04055998737022892
-0.009557251757925071,0.04423923998501089
-0.009554771757925072,0.04791849259979264
-0.009552291757925071,0.04791849259979264
-0.009549811757925072,0.05159774521457461
-0.009547331757925071,0.05159774521457461
-0.009544851757925072,0.05527699782935636
-0.009542371757925071,0.0589562504441381
-0.009539891757925072,0.06631475567370182
-0.009537411757925071,0.06263550305891839
-0.009534931757925072,0.0589562504441381
-0.009532451757925071,0.05527699782935301
-0.009529971757925072,0.04791849259979264
-0.009527491757925071,0.04423923998501089
-0.009525011757925072,0.04423923998501089
-0.009522531757925071,0.04791849259979598
-0.009520051757925072,0.05527699782935636
-0.009517571757925071,0.06631475567370851
-0.009515091757925071,0.08103176613282925
-0.009512611757925071,0.08471101874760932
-0.009510131757925071,0.08103176613282925
-0.009507651757925071,0.06263550305891338
-0.009505171757925071,0.04791849259979264
-0.009502691757925071,0.03688073475544718
-0.009500211757925071,0.03688073475544718
-0.009497731757925071,0.03688073475544383
-0.009495251757925071,0.02952222952588346
-0.009492771757925072,0.03320148214066353
-0.009490291757925071,0.03688073475544718
-0.009487811757925072,0.04055998737022725
-0.009485331757925071,0.04423923998501089
-0.009482851757925072,0.05895625044413141
-0.009480371757925071,0.06999400828848379
-0.009477891757925072,0.08103176613282423
-0.009475411757925071,0.08103176613282925
-0.009472931757925072,0.07367326090326888
-0.009470451757925071,0.06263550305892007
-0.009467971757925072,0.05159774521457963
-0.009465491757925071,0.04423923998501089
-0.009463011757925072,0.03688073475545052
-0.009460531757925071,0.03320148214066521
-0.009458051757925072,0.03320148214066521
-0.009455571757925071,0.04423923998501089
-0.009453091757925072,0.04423923998501089
-0.009450611757925071,0.05159774521457461
-0.009448131757925072,0.05159774521457461
-0.009445651757925071,0.04791849259979264
-0.009443171757925072,0.04791849259979264
-0.009440691757925071,0.04423923998501089
-0.009438211757925072,0.04423923998501089
-0.009435731757925071,0.04791849259979264
-0.009433251757925072,0.04791849259979264
-0.009430771757925071,0.04423923998501089
-0.009428291757925072,0.04423923998501089
-0.009425811757925071,0.04423923998501089
-0.009423331757925072,0.05159774521457461
-0.009420851757925071,0.04423923998501089
-0.009418371757925072,0.04055998737022892
-0.009415891757925071,0.04791849259979264
-0.009413411757925072,0.05527699782935636
-0.009410931757925071,0.06263550305891839
-0.009408451757925072,0.0589562504441381
-0.009405971757925071,0.05159774521457294
-0.009403491757925072,0.04791849259979264
-0.009401011757925071,0.04423923998501089
-0.009398531757925072,0.04423923998501089
-0.009396051757925071,0.03320148214066186
-0.009393571757925072,0.02584297691110171
-0.009391091757925071,0.0258429769111084
-0.009388611757925071,0.04055998737022892
-0.009386131757925071,0.04791849259979766
-0.009383651757925071,0.0589562504441381
-0.009381171757925071,0.06999400828848547
-0.009378691757925071,0.07367326090326554
-0.009376211757925071,0.0663147556736968
-0.009373731757925071,0.05527699782935636
-0.009371251757925071,0.05159774521457461
-0.009368771757925071,0.05159774521457461
