Time (s),Channel 1 (V)
-0.02019518185618729,4.84719682219065
-0.02018893185618729,4.847196822190652
-0.02018268185618729,4.850876074805432
-0.02017643185618729,4.84719682219065
-0.02017018185618729,4.84719682219065
-0.02016393185618729,4.850876074805432
-0.02015768185618729,4.850876074805432
-0.02015143185618729,4.850876074805432
-0.02014518185618729,4.850876074805432
-0.02013893185618729,4.84719682219065
-0.02013268185618729,4.850876074805432
-0.02012643185618729,4.847196822190654
-0.02012018185618729,4.854555327420214
-0.02011393185618729,4.84719682219065
-0.02010768185618729,4.850876074805432
-0.02010143185618729,4.84719682219065
-0.02009518185618729,4.850876074805432
-0.02008893185618729,4.850876074805432
-0.02008268185618729,4.84719682219065
-0.02007643185618729,4.84719682219065
-0.02007018185618729,4.850876074805432
-0.02006393185618729,4.854555327420214
-0.02005768185618729,4.854555327420214
-0.02005143185618729,4.850876074805432
-0.02004518185618729,4.850876074805432
-0.02003893185618729,4.850876074805432
-0.02003268185618729,4.84719682219065
-0.02002643185618729,4.84719682219065
-0.02002018185618729,4.84719682219065
-0.02001393185618729,4.84719682219065
-0.02000768185618729,4.84719682219065
-0.02000143185618729,4.850876074805432
-0.01999518185618729,4.850876074805432
-0.01998893185618729,4.850876074805432
-0.01998268185618729,4.850876074805432
-0.01997643185618729,4.854555327420214
-0.01997018185618729,4.847196822190654
-0.01996393185618729,4.84719682219065
-0.01995768185618729,4.84719682219065
-0.01995143185618729,4.84719682219065
-0.01994518185618729,4.850876074805432
-0.01993893185618729,4.847196822190652
-0.01993268185618729,4.850876074805432
-0.01992643185618729,4.850876074805432
-0.01992018185618729,4.850876074805432
-0.01991393185618729,4.84719682219065
-0.01990768185618729,4.850876074805431
-0.01990143185618729,4.850876074805432
-0.01989518185618729,4.84719682219065
-0.01988893185618729,4.850876074805432
-0.01988268185618729,4.84719682219065
-0.01987643185618729,4.850876074805431
-0.01987018185618729,4.84719682219065
-0.01986393185618729,4.850876074805432
-0.01985768185618729,4.84719682219065
-0.01985143185618729,4.84719682219065
-0.01984518185618729,4.850876074805431
