time,trig,echo
-5.61776e-05,-0.0167751,-0.00507423
-5.36576e-05,-0.0204544,-0.00879288
-5.11376e-05,-0.0241336,-0.00507423
-4.86176e-05,-0.0167751,-0.0162302
-4.60976e-05,-0.0204544,-0.0125115
-4.35776e-05,-0.0167751,-0.00135558
-4.10576e-05,-0.0130959,-0.00507423
-3.85376e-05,-0.0204544,-0.00879288
-3.60176e-05,-0.0204544,-0.00507423
-3.34976e-05,-0.0204544,-0.00879288
-3.09776e-05,-0.0167751,-0.00135558
-2.84576e-05,-0.0167751,-0.00879288
-2.59376e-05,-0.0167751,-0.00879288
-2.34176e-05,-0.0167751,-0.00879288
-2.08976e-05,-0.0167751,-0.00507423
-1.83776e-05,-0.00941663,-0.00879288
-1.58576e-05,-0.0167751,-0.00879288
-1.33376e-05,-0.0204544,-0.00507423
-1.08176e-05,-0.0241336,-0.00135558
-8.2976e-06,-0.0167751,-0.00135558
-5.7776e-06,-0.0167751,-0.00879288
-3.2576e-06,-0.0204544,-0.00507423
-7.37603e-07,-0.0167751,-0.00879288
1.7824e-06,4.85456,-0.00135558
4.3024e-06,4.84352,-0.00507423
6.8224e-06,4.83984,0.00236307
9.3424e-06,4.85456,-0.00135558
1.18624e-05,4.85823,0.00236307
1.43824e-05,-0.00573738,-0.00507423
1.69024e-05,0.00897963,-0.00879288
1.94224e-05,-0.00205812,-0.0125115
2.19424e-05,-0.00573738,-0.00507423
2.44624e-05,-0.0167751,-0.00507423
2.69824e-05,-0.0130959,-0.00507423
2.95024e-05,-0.0204544,-0.0125115
3.20224e-05,-0.0278129,-0.00879288
3.45424e-05,-0.0204544,-0.00507423
3.70624e-05,-0.0241336,-0.00879288
3.95824e-05,-0.0278129,-0.00507423
4.21024e-05,-0.0241336,-0.00879288
4.46224e-05,-0.0314921,-0.00135558
4.71424e-05,-0.0314921,-0.00507423
4.96624e-05,-0.0278129,-0.00879288
5.21824e-05,-0.0314921,-0.00507423
5.47024e-05,-0.0314921,-0.00507423
5.72224e-05,-0.0314921,-0.00507423
5.97424e-05,-0.0241336,-0.00507423
6.22624e-05,-0.0314921,-0.00879288
6.47824e-05,-0.0278129,-0.00879288
6.73024e-05,-0.0241336,-0.00507423
6.98224e-05,-0.0278129,-0.00879288
7.23424e-05,-0.0278129,-0.00879288
7.48624e-05,-0.0278129,-0.00135558
7.73824e-05,-0.0241336,-0.00507423
7.99024e-05,-0.0241336,-0.00135558
8.24224e-05,-0.0241336,-0.00135558
8.49424e-05,-0.0204544,-0.00135558
8.74624e-05,-0.0204544,-0.00507423
8.99824e-05,-0.0241336,-0.00135558
9.25024e-05,-0.0241336,-0.00507423
9.50224e-05,-0.0241336,-0.00879288
9.75424e-05,-0.0241336,-0.00507423
0.000100062,-0.0241336,-0.00507423
0.000102582,-0.0167751,-0.00507423
0.000105102,-0.0204544,-0.00507423
0.000107622,-0.0204544,-0.00507423
0.000110142,-0.0278129,-0.00507423
0.000112662,-0.0241336,0.00236307
0.000115182,-0.0204544,-0.00507423
0.000117702,-0.0204544,-0.00507423
0.000120222,-0.0167751,-0.00135558
0.000122742,-0.0204544,-0.00507423
0.000125262,-0.0241336,-0.00507423
0.000127782,-0.0241336,-0.00135558
0.000130302,-0.0204544,-0.00879288
0.000132822,-0.0241336,-0.00879288
0.000135342,-0.0130959,-0.00879288
0.000137862,-0.0130959,-0.00507423
0.000140382,-0.0167751,-0.00879288
0.000142902,-0.0241336,-0.00879288
0.000145422,-0.0167751,-0.00135558
0.000147942,-0.0204544,-0.00879288
0.000150462,-0.0204544,-0.00879288
0.000152982,-0.0130959,-0.00879288
0.000155502,-0.0167751,-0.00135558
0.000158022,-0.0167751,-0.0125115
0.000160542,-0.0167751,-0.00879288
0.000163062,-0.0204544,-0.00507423
0.000165582,-0.0204544,-0.00135558
0.000168102,-0.0204544,-0.00879288
0.000170622,-0.0204544,-0.00507423
0.000173142,-0.0204544,-0.00135558
0.000175662,-0.0167751,-0.00879288
0.000178182,-0.0167751,-0.00135558
0.000180702,-0.0204544,-0.00507423
0.000183222,-0.0204544,-0.00879288
0.000185742,-0.0167751,-0.00879288
0.000188262,-0.0241336,-0.00135558
0.000190782,-0.0204544,-0.00135558
0.000193302,-0.0204544,-0.00507423
0.000195822,-0.0130959,-0.00507423
0.000198342,-0.0167751,-0.00879288
0.000200862,-0.0204544,-0.00507423
0.000203382,-0.0130959,-0.00879288
0.000205902,-0.0204544,-0.00879288
0.000208422,-0.0167751,-0.00507423
0.000210942,-0.0167751,-0.00135558
0.000213462,-0.0167751,-0.00879288
0.000215982,-0.0241336,-0.00135558
0.000218502,-0.0241336,-0.00507423
0.000221022,-0.0167751,-0.00135558
0.000223542,-0.0167751,-0.00879288
0.000226062,-0.0130959,-0.00507423
0.000228582,-0.0167751,-0.00507423
0.000231102,-0.0204544,-0.0125115
0.000233622,-0.0278129,0.00236307
0.000236142,-0.0241336,-0.00879288
0.000238662,-0.0204544,-0.00507423
0.000241182,-0.0130959,-0.00507423
0.000243702,-0.0167751,-0.00879288
0.000246222,-0.0167751,-0.00507423
0.000248742,-0.0204544,0.00236307
0.000251262,-0.0204544,-0.00507423
0.000253782,-0.0204544,-0.00135558
0.000256302,-0.0167751,-0.00507423
0.000258822,-0.0167751,-0.00135558
0.000261342,-0.0204544,-0.00507423
0.000263862,-0.0167751,-0.00507423
0.000266382,-0.0130959,-0.00879288
0.000268902,-0.0130959,-0.00135558
0.000271422,-0.0204544,-0.00507423
0.000273942,-0.0167751,-0.00507423
0.000276462,-0.0167751,-0.00879288
0.000278982,-0.0167751,-0.00879288
0.000281502,-0.0204544,-0.00879288
0.000284022,-0.0167751,-0.00507423
0.000286542,-0.0167751,-0.00879288
0.000289062,-0.0204544,-0.00507423
0.000291582,-0.0204544,-0.00507423
0.000294102,-0.0167751,-0.00507423
0.000296622,-0.0204544,-0.00507423
0.000299142,-0.0167751,-0.00135558
0.000301662,-0.0167751,-0.00135558
0.000304182,-0.00941663,-0.00135558
0.000306702,-0.0241336,-0.00135558
0.000309222,-0.0204544,-0.00507423
0.000311742,-0.0130959,-0.0125115
0.000314262,-0.0167751,-0.00507423
0.000316782,-0.0167751,-0.00507423
0.000319302,-0.0204544,-0.00507423
0.000321822,-0.0167751,-0.00135558
0.000324342,-0.0167751,-0.00507423
0.000326862,-0.0204544,-0.00507423
0.000329382,-0.0167751,-0.00507423
0.000331902,-0.0167751,-0.00507423
0.000334422,-0.0204544,-0.00135558
0.000336942,-0.0167751,-0.00507423
0.000339462,-0.0167751,-0.00507423
0.000341982,-0.0167751,-0.00879288
0.000344502,-0.0167751,-0.00507423
0.000347022,-0.0167751,-0.00879288
0.000349542,-0.0167751,-0.00135558
0.000352062,-0.0130959,-0.00507423
0.000354582,-0.0241336,-0.00507423
0.000357102,-0.0241336,-0.00135558
0.000359622,-0.0241336,-0.00507423
0.000362142,-0.0167751,-0.00135558
0.000364662,-0.0204544,-0.00135558
0.000367182,-0.0167751,-0.00135558
0.000369702,-0.0167751,0.00236307
0.000372222,-0.0204544,-0.00135558
0.000374742,-0.0204544,-0.00135558
0.000377262,-0.0204544,0.00980037
0.000379782,-0.0204544,-0.00507423
0.000382302,-0.0204544,-0.00507423
0.000384822,-0.0167751,-0.00507423
0.000387342,-0.0204544,-0.00135558
0.000389862,-0.0204544,-0.00879288
0.000392382,-0.0204544,-0.00507423
0.000394902,-0.0204544,0.00236307
0.000397422,-0.0167751,-0.00135558
0.000399942,-0.0241336,0.00236307
0.000402462,-0.0167751,-0.00135558
0.000404982,-0.0167751,-0.00135558
0.000407502,-0.0241336,-0.00135558
0.000410022,-0.0204544,-0.00135558
0.000412542,-0.0241336,-0.00879288
0.000415062,-0.0278129,-0.00507423
0.000417582,-0.0204544,0.00236307
0.000420102,-0.0204544,-0.00879288
0.000422622,-0.0204544,-0.00135558
0.000425142,-0.0204544,-0.00135558
0.000427662,-0.0204544,0.00236307
0.000430182,-0.0204544,-0.00135558
0.000432702,-0.0204544,-0.00135558
0.000435222,-0.0204544,-0.00507423
0.000437742,-0.0167751,-0.00135558
0.000440262,-0.0204544,0.00236307
0.000442782,-0.0204544,-0.00507423
0.000445302,-0.0204544,0.00236307
0.000447822,-0.0167751,-0.00135558
0.000450342,-0.0167751,-0.00135558
0.000452862,-0.0130959,-0.00135558
0.000455382,-0.0204544,-0.00135558
0.000457902,-0.0130959,0.00236307
0.000460422,-0.0204544,0.0395496
0.000462942,-0.0241336,0.113923
0.000465462,-0.0167751,0.17714
0.000467982,-0.0204544,0.236638
0.000470502,-0.0204544,0.292418
0.000473022,-0.0167751,0.351916
0.000475542,-0.0204544,0.407696
0.000478062,-0.0167751,0.467194
0.000480582,-0.0167751,0.511818
0.000483102,-0.0167751,0.571317
0.000485622,-0.0167751,0.619659
0.000488142,-0.0130959,0.660564
0.000490662,-0.0167751,0.712625
0.000493182,-0.0167751,0.764686
0.000495702,-0.0167751,0.820466
0.000498222,-0.0130959,0.861371
0.000500742,-0.0204544,0.894839
0.000503262,-0.0204544,0.950619
0.000505782,-0.00941663,0.991524
0.000508302,-0.0167751,1.04359
0.000510822,-0.0167751,1.08821
0.000513342,-0.0204544,1.13655
0.000515862,-0.0167751,1.17746
0.000518382,-0.0204544,1.22208
0.000520902,-0.0204544,1.2667
0.000523422,-0.0204544,1.30761
0.000525942,-0.0204544,1.34851
0.000528462,-0.0204544,1.39314
0.000530982,-0.0167751,1.43404
0.000533502,-0.0167751,1.47867
0.000536022,-0.0204544,1.51957
0.000538542,-0.0204544,1.56048
0.000541062,-0.0167751,1.60138
0.000543582,-0.0278129,1.64229
0.000546102,-0.0204544,1.69063
0.000548622,-0.0167751,1.72782
0.000551142,-0.0167751,1.76872
0.000553662,-0.0204544,1.80963
0.000556182,-0.0167751,1.84681
0.000558702,-0.0167751,1.88772
0.000561222,-0.0167751,1.92862
0.000563742,-0.0130959,1.96953
0.000566262,-0.0167751,2.01415
0.000568782,-0.0204544,2.04762
0.000571302,-0.0130959,2.08481
0.000573822,-0.0167751,2.12199
0.000576342,-0.0167751,2.1629
0.000578862,-0.0204544,2.20752
0.000581382,-0.0241336,2.24099
0.000583902,-0.0204544,2.27818
0.000586422,-0.0167751,2.31536
0.000588942,-0.0167751,2.35999
0.000591462,-0.0167751,2.38974
0.000593982,-0.0241336,2.42692
0.000596502,-0.0167751,2.46039
0.000599022,-0.0167751,2.5013
0.000601542,-0.0167751,2.53848
0.000604062,-0.0204544,2.57939
0.000606582,-0.0167751,2.60914
0.000609102,-0.0204544,2.63889
0.000611622,-0.0241336,2.67979
0.000614142,-0.0204544,2.70954
0.000616662,-0.0167751,2.74673
0.000619182,-0.0204544,2.78391
0.000621702,-0.0167751,2.8211
0.000624222,-0.0167751,2.84713
0.000626742,-0.0204544,2.88804
0.000629262,-0.0204544,2.91779
0.000631782,-0.0167751,2.94753
0.000634302,-0.0167751,2.98472
0.000636822,-0.0241336,3.01447
0.000639342,-0.0167751,3.04422
0.000641862,-0.0204544,3.07769
0.000644382,-0.0204544,3.10744
0.000646902,-0.0167751,3.13719
0.000649422,-0.0167751,3.16693
0.000651942,-0.0204544,3.19297
0.000654462,-0.0204544,3.22643
0.000656982,-0.0167751,3.25618
0.000659502,-0.0167751,3.28221
0.000662022,-0.0167751,3.30824
0.000664542,-0.0167751,3.34171
0.000667062,-0.0167751,3.37146
0.000669582,-0.0167751,3.39749
0.000672102,-0.0204544,3.42352
0.000674622,-0.0204544,3.45327
0.000677142,-0.0167751,3.4793
0.000679662,-0.0167751,3.50161
0.000682182,-0.0167751,3.53136
0.000684702,-0.0204544,3.55367
0.000687222,-0.0167751,3.57971
0.000689742,-0.0204544,3.5983
0.000692262,-0.0167751,3.62805
0.000694782,-0.0167751,3.65036
0.000697302,-0.0204544,3.67639
0.000699822,-0.0167751,3.69498
0.000702342,-0.0204544,3.70986
0.000704862,-0.0167751,3.74333
0.000707382,-0.0167751,3.7582
0.000709902,-0.0204544,3.78423
0.000712422,-0.0167751,3.81026
0.000714942,-0.0130959,3.82142
0.000717462,-0.0130959,3.84373
0.000719982,-0.0167751,3.86604
0.000722502,-0.0167751,3.89207
0.000725022,-0.0167751,3.90323
0.000727542,-0.0204544,3.9181
0.000730062,-0.0130959,3.94413
0.000732582,-0.0130959,3.95901
0.000735102,-0.0167751,3.98132
0.000737622,-0.0167751,3.99991
0.000740142,-0.0204544,4.01479
0.000742662,-0.0167751,4.03338
0.000745182,-0.0167751,4.04454
0.000747702,-0.0204544,4.06685
0.000750222,-0.0278129,4.078
0.000752742,-0.0167751,4.09288
0.000755262,-0.0167751,4.10775
0.000757782,-0.0167751,4.13007
0.000760302,-0.0204544,4.1375
0.000762822,-0.0204544,4.1561
0.000765342,-0.0204544,4.17097
0.000767862,-0.0167751,4.18585
0.000770382,-0.0241336,4.197
0.000772902,-0.0204544,4.20816
0.000775422,-0.0204544,4.22303
0.000777942,-0.0167751,4.23419
0.000780462,-0.00941663,4.24906
0.000782982,-0.0130959,4.26022
0.000785502,-0.0241336,4.27137
0.000788022,-0.0204544,4.28997
0.000790542,-0.0204544,4.29369
0.000793062,-0.0204544,4.31228
0.000795582,-0.0204544,4.32344
0.000798102,-0.0130959,4.32715
0.000800622,-0.0241336,4.33831
0.000803142,-0.0167751,4.35318
0.000805662,-0.0204544,4.36062
0.000808182,-0.0204544,4.36806
0.000810702,-0.0130959,4.38293
0.000813222,-0.0204544,4.39037
0.000815742,-0.0241336,4.40153
0.000818262,-0.0241336,4.40896
0.000820782,-0.0167751,4.42012
0.000823302,-0.0241336,4.4164
0.000825822,-0.0204544,4.43499
0.000828342,-0.0204544,4.44243
0.000830862,-0.0204544,4.45359
0.000833382,-0.0204544,4.46474
0.000835902,-0.0167751,4.46846
0.000838422,-0.0204544,4.47962
0.000840942,-0.0241336,4.49449
0.000843462,-0.0204544,4.49077
0.000845982,-0.0278129,4.50193
0.000848502,-0.0204544,4.50193
0.000851022,-0.0204544,4.51681
0.000853542,-0.0204544,4.52052
0.000856062,-0.0204544,4.52796
0.000858582,-0.0204544,4.53912
0.000861102,-0.0204544,4.5354
0.000863622,-0.0204544,4.54655
0.000866142,-0.0167751,4.55399
0.000868662,-0.0241336,4.55771
0.000871182,-0.0241336,4.56515
0.000873702,-0.0204544,4.57258
0.000876222,-0.0167751,4.57258
0.000878742,-0.0204544,4.58374
0.000881262,-0.0167751,4.58374
0.000883782,-0.0204544,4.5949
0.000886302,-0.0204544,4.5949
0.000888822,-0.0204544,4.59862
0.000891342,-0.0204544,4.60233
0.000893862,-0.0204544,4.60977
0.000896382,-0.0204544,4.60977
0.000898902,-0.0204544,4.61721
0.000901422,-0.0241336,4.62093
0.000903942,-0.0130959,4.62836
0.000906462,-0.0278129,4.63208
0.000908982,-0.0130959,4.62836
0.000911502,-0.0241336,4.6358
0.000914022,-0.0167751,4.6358
0.000916542,-0.0204544,4.64696
0.000919062,-0.0204544,4.6544
0.000921582,-0.0204544,4.6544
0.000924102,-0.0167751,4.65811
0.000926622,-0.0167751,4.66183
0.000929142,-0.0204544,4.66183
0.000931662,-0.0204544,4.66183
0.000934182,-0.0167751,4.66555
0.000936702,-0.0130959,4.67299
0.000939222,-0.0130959,4.67299
0.000941742,-0.0204544,4.67671
0.000944262,-0.0167751,4.68414
0.000946782,-0.0167751,4.68786
0.000949302,-0.0204544,4.69158
0.000951822,-0.0167751,4.68786
0.000954342,-0.0241336,4.68786
0.000956862,-0.0167751,4.69158
0.000959382,-0.0167751,4.69902
0.000961902,-0.0204544,4.6953
0.000964422,-0.0241336,4.69902
0.000966942,-0.0167751,4.70274
0.000969462,-0.0204544,4.70646
0.000971982,-0.0241336,4.70646
0.000974502,-0.0204544,4.70646
0.000977022,-0.0130959,4.71389
0.000979542,-0.0167751,4.71761
0.000982062,-0.0204544,4.71761
0.000984582,-0.0167751,4.72133
0.000987102,-0.0204544,4.72133
0.000989622,-0.0241336,4.72133
0.000992142,-0.0204544,4.72505
0.000994662,-0.0204544,4.72133
0.000997182,-0.0241336,4.73249
0.000999702,-0.0204544,4.72877
0.00100222,-0.0204544,4.73249
0.00100474,-0.0167751,4.73249
0.00100726,-0.0204544,4.73621
0.00100978,-0.0204544,4.73992
0.0010123,-0.0204544,4.73249
0.00101482,-0.0130959,4.73992
0.00101734,-0.0204544,4.74736
0.00101986,-0.0204544,4.73992
0.00102238,-0.0167751,4.74736
0.0010249,-0.0204544,4.74736
0.00102742,-0.0204544,4.74736
0.00102994,-0.0167751,4.73621
0.00103246,-0.0167751,4.74364
0.00103498,-0.0167751,4.74736
0.0010375,-0.0204544,4.75108
0.00104002,-0.0167751,4.75108
0.00104254,-0.0167751,4.7548
0.00104506,-0.0204544,4.7548
0.00104758,-0.0167751,4.75852
0.0010501,-0.0204544,4.75852
0.00105262,-0.0167751,4.75852
0.00105514,-0.0241336,4.75852
0.00105766,-0.0167751,4.76224
0.00106018,-0.0204544,4.76595
0.0010627,-0.0167751,4.76595
0.00106522,-0.0204544,4.75852
0.00106774,-0.0204544,4.76595
0.00107026,-0.0204544,4.76595
0.00107278,-0.0204544,4.77339
0.0010753,-0.0130959,4.76967
0.00107782,-0.0167751,4.77339
0.00108034,-0.0241336,4.77339
0.00108286,-0.0204544,4.76967
0.00108538,-0.0204544,4.77339
0.0010879,-0.0204544,4.77339
0.00109042,-0.0204544,4.76595
0.00109294,-0.0167751,4.78083
0.00109546,-0.0130959,4.77339
0.00109798,-0.0167751,4.76967
0.0011005,-0.0130959,4.77711
0.00110302,-0.0204544,4.77339
0.00110554,-0.0204544,4.77711
0.00110806,-0.0204544,4.78083
0.00111058,-0.0204544,4.77339
0.0011131,-0.0167751,4.77711
0.00111562,-0.0204544,4.78083
0.00111814,-0.0204544,4.78083
0.00112066,-0.0204544,4.78083
0.00112318,-0.0204544,4.78455
0.0011257,-0.0204544,4.77339
0.00112822,-0.0167751,4.78083
0.00113074,-0.0204544,4.77711
0.00113326,-0.0241336,4.78455
0.00113578,-0.0130959,4.78827
0.0011383,-0.0204544,4.78455
0.00114082,-0.0204544,4.78083
0.00114334,-0.0204544,4.78827
0.00114586,-0.0241336,4.78455
0.00114838,-0.0241336,4.79199
0.0011509,-0.0204544,4.78827
0.00115342,-0.0204544,4.78455
0.00115594,-0.0204544,4.78827
0.00115846,-0.0241336,4.79199
0.00116098,-0.0241336,4.78083
0.0011635,-0.0241336,4.78827
0.00116602,-0.0204544,4.78455
0.00116854,-0.0204544,4.79199
0.00117106,-0.0204544,4.7957
0.00117358,-0.0241336,4.78455
0.0011761,-0.0204544,4.7957
0.00117862,-0.0204544,4.7957
0.00118114,-0.0167751,4.78827
0.00118366,-0.0241336,4.78827
0.00118618,-0.0204544,4.7957
0.0011887,-0.0204544,4.78827
0.00119122,-0.0241336,4.7957
0.00119374,-0.0204544,4.7957
0.00119626,-0.0241336,4.79199
0.00119878,-0.0167751,4.7957
0.0012013,-0.0204544,4.79199
0.00120382,-0.0204544,4.79199
0.00120634,-0.0204544,4.79199
0.00120886,-0.0167751,4.7957
0.00121138,-0.0241336,4.7957
0.0012139,-0.0204544,4.80314
0.00121642,-0.0167751,4.7957
0.00121894,-0.0241336,4.79942
0.00122146,-0.0167751,4.79942
0.00122398,-0.0241336,4.7957
0.0012265,-0.0130959,4.7957
0.00122902,-0.0204544,4.79942
0.00123154,-0.0204544,4.79942
0.00123406,-0.0167751,4.80314
0.00123658,-0.0204544,4.7957
0.0012391,-0.0204544,4.7957
0.00124162,-0.0241336,4.7957
0.00124414,-0.0167751,4.79942
0.00124666,-0.0204544,4.79199
0.00124918,-0.0204544,4.79942
0.0012517,-0.0204544,4.7957
0.00125422,-0.0204544,4.7957
0.00125674,-0.0204544,4.79942
0.00125926,-0.0167751,4.80314
0.00126178,-0.0241336,4.7957
0.0012643,-0.0204544,4.7957
0.00126682,-0.0241336,4.79942
0.00126934,-0.0241336,4.80314
0.00127186,-0.0241336,4.7957
0.00127438,-0.0130959,4.79942
0.0012769,-0.0204544,4.80314
0.00127942,-0.0241336,4.80686
0.00128194,-0.0167751,4.79942
0.00128446,-0.0204544,4.80314
0.00128698,-0.0204544,4.80314
0.0012895,-0.0204544,4.80314
0.00129202,-0.0130959,4.79942
0.00129454,-0.0204544,4.80314
0.00129706,-0.0204544,4.79942
0.00129958,-0.0204544,4.80314
0.0013021,-0.0204544,4.79942
0.00130462,-0.0204544,4.79942
0.00130714,-0.0278129,4.80314
0.00130966,-0.0241336,4.80686
0.00131218,-0.0204544,4.80314
0.0013147,-0.0204544,4.80686
0.00131722,-0.0204544,4.80686
0.00131974,-0.0204544,4.80314
0.00132226,-0.0167751,4.80314
0.00132478,-0.0204544,4.80314
0.0013273,-0.0204544,4.79942
0.00132982,-0.0241336,4.79942
0.00133234,-0.0167751,4.80314
0.00133486,-0.0167751,4.80314
0.00133738,-0.0241336,4.79942
0.0013399,-0.0167751,4.79942
0.00134242,-0.0204544,4.80686
0.00134494,-0.0204544,4.80314
0.00134746,-0.0167751,4.80314
0.00134998,-0.0204544,4.80314
0.0013525,-0.0204544,4.80686
0.00135502,-0.0204544,4.80314
0.00135754,-0.0204544,4.79942
0.00136006,-0.0204544,4.79942
0.00136258,-0.0204544,4.80686
0.0013651,-0.0167751,4.80686
0.00136762,-0.0130959,4.80686
0.00137014,-0.0204544,4.80314
0.00137266,-0.0167751,4.80314
0.00137518,-0.0241336,4.80314
0.0013777,-0.0204544,4.80686
0.00138022,-0.0204544,4.81058
0.00138274,-0.0204544,4.80314
0.00138526,-0.0167751,4.81058
0.00138778,-0.0204544,4.8143
0.0013903,-0.0167751,4.80686
0.00139282,-0.0204544,4.80314
0.00139534,-0.0167751,4.80314
0.00139786,-0.0167751,4.80686
0.00140038,-0.0204544,4.80686
0.0014029,-0.0204544,4.80314
0.00140542,-0.0167751,4.80686
0.00140794,-0.0204544,4.81058
0.00141046,-0.0167751,4.80686
0.00141298,-0.0241336,4.80686
0.0014155,-0.0204544,4.81058
0.00141802,-0.0204544,4.80686
0.00142054,-0.0167751,4.80686
0.00142306,-0.0204544,4.80314
0.00142558,-0.0167751,4.80686
0.0014281,-0.0130959,4.80686
0.00143062,-0.0167751,4.80314
0.00143314,-0.0204544,4.80314
0.00143566,-0.0204544,4.80314
0.00143818,-0.0241336,4.81058
0.0014407,-0.0204544,4.80314
0.00144322,-0.0241336,4.80686
0.00144574,-0.0241336,4.80686
0.00144826,-0.0204544,4.80686
0.00145078,-0.0204544,4.80314
0.0014533,-0.0204544,4.80686
0.00145582,-0.0204544,4.80686
0.00145834,-0.0204544,4.80686
0.00146086,-0.0241336,4.80686
