time,echo,trig
-1.036e-05,-0.0045224,-0.00763262
-8.88e-06,-0.00468362,-0.0076284
-7.4e-06,-0.00486154,-0.00728992
-5.92e-06,-0.00418325,-0.0076284
-4.44e-06,-0.00502694,-0.00746127
-2.96e-06,-0.00468362,-0.00779975
-1.48e-06,-0.00502694,-0.00746127
0,-0.00188445,2.49981
1.48e-06,-0.00485737,4.91597
2.96e-06,-0.00468779,4.89453
4.44e-06,-0.00485737,4.8898
5.92e-06,-0.00468779,4.88625
7.4e-06,-0.00485737,4.88472
8.88e-06,-0.0045224,4.88473
1.036e-05,-0.00435701,4.88404
1.184e-05,-0.00773592,3.40428
1.332e-05,-0.00502694,-0.0429296
1.48e-05,-0.00384829,-0.0176072
1.628e-05,-0.00469197,-0.0143895
1.776e-05,-0.00417908,-0.0106705
1.924e-05,-0.00485737,-0.00948792
2.072e-05,-0.00451822,-0.00881096
2.22e-05,-0.00485737,-0.0076284
2.368e-05,-0.00468779,-0.00830536
2.516e-05,-0.00502276,-0.00779975
2.664e-05,-0.00384829,-0.00695145
2.812e-05,-0.00502694,-0.00644584
2.96e-05,-0.00418325,-0.00695145
3.108e-05,-0.0045224,-0.0079711
3.256e-05,-0.00451404,-0.00813401
3.404e-05,-0.00435701,-0.00915366
3.552e-05,-0.00451822,-0.00948792
3.7e-05,-0.0045224,-0.00948792
3.848e-05,-0.00501858,-0.00897809
3.996e-05,-0.0045224,-0.00847671
4.144e-05,-0.00401368,-0.00796688
4.292e-05,-0.00401786,-0.00847248
4.44e-05,-0.00401786,-0.00847248
4.588e-05,-0.0045224,-0.00779553
4.736e-05,-0.00468362,-0.00728992
4.884e-05,-0.00502276,-0.00695145
5.032e-05,-0.00451822,-0.00559754
5.18e-05,-0.00485737,-0.00610736
5.328e-05,-0.00401368,-0.00610314
